length(m),height(cm),condition,color_type,X1,X2,breed_category,pet_category
0.73,18.332548,2.0,White,13,9,0.0,category0
0.72,20.841211,3.0,White,13,9,2.0,category0
0.58,35.15516,2.0,Red,11,4,1.0,category0
0.5,43.06079,2.0,Blue,0,3,0.0,category0
0.65,25.155119,3.0,Red,0,1,2.0,category0
0.88,12.602494,2.0,White,0,1,0.0,category0
0.21,20.585999,3.0,Yellow,0,1,2.0,category0
0.3,20.050148,2.0,White,0,1,1.0,category0
0.72,10.076702,3.0,Red,7,1,2.0,category0
0.8,23.757164,3.0,Yellow,7,1,2.0,category0
0.73,27.439568,3.0,White,0,1,2.0,category0
0.89,39.437466,3.0,Black,18,4,2.0,category0
0.27018407,31.545376,2.0,White,0,3,1.0,category0
0.95,46.708942,2.0,White,0,3,0.0,category0
0.9600875,39.76708,3.0,Red,0,7,2.0,category0
0.93,18.209112,2.0,Black,0,1,0.0,category0
0.89,16.763098,3.0,Red,12,1,2.0,category0
0.28,12.0588045,2.0,Brown,13,9,0.0,category0
0.8,12.022732,2.0,White,18,4,1.0,category0
0.8051029,30.027514,3.0,Gray,0,1,2.0,category0
0.85,12.743125,3.0,Yellow,7,1,2.0,category0
0.22,39.353725,3.0,Yellow,0,1,2.0,category0
0.8968535,26.52564,3.0,Gray,0,1,2.0,category0
0.2,20.246063,2.0,Brown Brindle,18,4,0.0,category0
0.35,19.939209,3.0,White,0,1,2.0,category0
0.83672893,15.621011,3.0,Orange Tabby,0,1,2.0,category0
0.84,18.238497,3.0,Gray,0,1,2.0,category0
0.9,43.98499,3.0,White,0,3,2.0,category0
0.81,28.259718,2.0,White,0,1,0.0,category0
0.86,12.438199,2.0,Red,0,1,0.0,category0
0.65695274,19.74292,3.0,Gray,0,1,2.0,category0
0.98,46.292957,3.0,White,7,1,2.0,category0
0.85,29.07035,2.0,Black,0,1,0.0,category0
0.76422876,33.529507,2.0,Sable,7,1,1.0,category0
0.92,21.125597,2.0,Cream Tabby,0,1,0.0,category0
0.99,21.007753,2.0,Black,0,1,0.0,category0
0.56,40.147617,2.0,Black,7,1,0.0,category0
0.85,20.698734,2.0,Blue,0,1,0.0,category0
0.89,37.80918,3.0,Brown,11,4,2.0,category0
0.69,16.303474,3.0,Gray,18,4,2.0,category0
0.92,14.548683,2.0,White,0,1,0.0,category0
0.09,7.041916,2.0,Black,13,9,1.0,category0
0.94,30.650337,3.0,Red,7,1,2.0,category0
0.35,25.29697,2.0,Red,0,1,0.0,category0
0.92,38.118847,3.0,Tricolor,0,1,2.0,category0
0.95559984,28.224367,2.0,Black,0,1,0.0,category0
0.04,38.490524,3.0,Brown,18,4,2.0,category0
0.9271522,30.753046,3.0,Yellow,7,1,2.0,category0
0.15120876,37.68052,3.0,White,0,1,2.0,category0
0.79,40.911705,3.0,Gray,0,6,2.0,category0
0.5,16.585125,2.0,Brown,13,9,0.0,category0
0.5435612,11.126413,2.0,Brown,0,1,0.0,category0
0.72,28.387064,3.0,Blue,0,1,2.0,category0
0.9,22.681,2.0,Tan,7,1,0.0,category0
0.63669544,23.809809,3.0,Red,0,1,2.0,category0
0.76,10.143373,3.0,Red,0,7,2.0,category0
0.21,31.546328,3.0,Tricolor,0,1,2.0,category0
0.41,12.121751,2.0,White,13,9,0.0,category0
0.95,16.47676,2.0,White,0,1,0.0,category0
0.31996986,32.39827,3.0,Yellow,0,1,2.0,category0
0.45,16.136305,3.0,Red,12,1,2.0,category0
0.9012801,31.841215,3.0,Black,7,1,2.0,category0
0.1,17.721945,2.0,Black,0,1,0.0,category0
0.72,32.74077,2.0,White,0,1,0.0,category0
0.81,33.229977,2.0,Chocolate,0,1,0.0,category0
0.38,37.958424,2.0,Orange,13,9,0.0,category0
0.54,35.27063,2.0,Black,0,3,0.0,category0
0.58,10.794618,2.0,Blue,0,1,1.0,category0
0.7,28.939188,3.0,Gray,18,4,2.0,category0
0.75,41.39432,3.0,White,0,1,2.0,category0
0.59,14.858209,3.0,Gray,0,1,2.0,category0
0.27,28.202654,3.0,Red,7,1,2.0,category0
0.55,21.965918,2.0,Red,0,1,1.0,category0
0.24,26.985874,2.0,Brown Brindle,7,1,1.0,category0
0.52,35.768135,2.0,Gray,18,4,1.0,category0
0.49,15.365778,3.0,Gray,0,1,2.0,category0
0.9924015,12.507751,3.0,Blue,0,7,2.0,category0
0.48299068,25.14235,2.0,Red,0,1,2.0,category0
0.5953285,26.900963,3.0,Gray,0,7,2.0,category0
0.89280087,25.204779,3.0,Red,0,1,2.0,category0
0.4045193,35.28315,3.0,Red,0,1,2.0,category0
0.83,10.865495,2.0,Black,7,1,0.0,category0
0.28,11.409007,2.0,Blue,0,3,0.0,category0
0.8,19.179173,3.0,White,7,1,2.0,category0
0.9,37.937714,3.0,White,0,7,2.0,category0
0.33906972,38.885803,3.0,White,0,7,2.0,category0
0.23167172,47.004234,3.0,Black,18,4,2.0,category0
0.32,12.121904,2.0,Black,0,1,0.0,category0
0.4879558,28.950848,3.0,White,18,4,2.0,category0
0.78,31.466845,2.0,Red,0,1,0.0,category0
0.9,23.698885,3.0,Red,0,1,2.0,category0
0.47,38.06225,3.0,Blue,11,4,2.0,category0
0.81227773,49.429466,3.0,Red,7,1,2.0,category0
0.88,13.735706,2.0,Brown,0,1,0.0,category0
0.63,14.382907,2.0,Brown,13,9,0.0,category0
0.95,39.67242,2.0,Black,0,1,0.0,category0
0.44,11.407778,2.0,Tricolor,0,1,1.0,category0
0.85,26.08905,3.0,Red,0,7,2.0,category0
0.33,32.96193,3.0,Tricolor,0,1,2.0,category0
0.69,42.840866,2.0,Green,7,1,0.0,category0
0.9579648,26.102205,2.0,Blue,0,1,0.0,category0
0.14827189,31.321325,2.0,Brown,18,4,1.0,category0
0.04,16.21973,3.0,Gray,18,4,2.0,category0
0.34,8.738215,2.0,Black,0,1,1.0,category0
0.52852666,13.711483,3.0,Gray,0,7,2.0,category0
0.54,20.880627,3.0,Blue,0,1,2.0,category0
0.34,36.10025,3.0,Black,18,4,2.0,category0
0.48,8.458666,2.0,Black,0,1,1.0,category0
0.86,17.146784,2.0,Brown,0,4,0.0,category0
0.17,5.62129,3.0,Red,13,9,2.0,category0
0.27,21.148867,2.0,Red,13,9,0.0,category0
0.5507937,10.468238,2.0,Black,13,9,0.0,category0
0.91,49.29046,2.0,White,0,3,0.0,category0
0.98,19.996008,3.0,Brown,13,9,2.0,category0
0.73,29.659603,3.0,White,12,1,2.0,category0
0.28,25.12839,3.0,Tan,0,1,2.0,category0
0.52,12.400739,2.0,Sable,0,3,0.0,category0
0.88,24.386496,3.0,White,7,1,2.0,category0
0.2836162,15.701294,3.0,Gray,18,4,2.0,category0
0.93,13.133869,3.0,Gray,7,1,2.0,category0
0.12,9.2764015,2.0,Black,18,4,1.0,category0
0.5266098,29.596895,3.0,Brown,13,9,2.0,category0
0.96,9.1837845,2.0,Tricolor,0,1,0.0,category0
0.75,44.466633,3.0,Black,18,4,2.0,category0
0.49,9.688899,2.0,Black,18,4,1.0,category0
0.79,37.77235,3.0,Brown,11,4,2.0,category0
0.5446404,31.582462,3.0,Green,0,1,2.0,category0
0.65,12.104325,2.0,Black,13,9,0.0,category0
0.23,17.65409,3.0,Gray,0,1,2.0,category0
0.66,38.247734,3.0,Brown,11,4,2.0,category0
0.83,7.242934,3.0,Red,7,1,2.0,category0
0.95,42.3654,3.0,White,7,1,2.0,category0
0.11,21.14733,2.0,Tan,0,1,0.0,category0
0.46053934,7.8546515,3.0,Yellow,0,1,2.0,category0
0.93,21.371088,2.0,Black,0,1,0.0,category0
0.49,8.659356,2.0,White,13,9,0.0,category0
0.97,21.535587,3.0,Gray,0,1,2.0,category0
0.77658176,21.33145,3.0,White,0,1,2.0,category0
0.51,25.364485,2.0,Blue,7,1,0.0,category0
0.24,34.945362,2.0,Brown,13,9,0.0,category0
0.58392906,33.51501,3.0,Gray,0,1,2.0,category0
1.0,6.0243235,3.0,White,0,1,2.0,category0
0.92314595,38.583614,3.0,Red,0,1,2.0,category0
0.48,18.749949,2.0,Tricolor,0,3,0.0,category0
0.99,32.181168,3.0,Red,0,1,2.0,category0
0.20397824,5.6373367,2.0,Brown,13,9,1.0,category0
0.74,30.77606,3.0,Gray,0,1,2.0,category0
0.85,21.070133,2.0,Red,7,1,0.0,category0
0.47,33.475044,3.0,White,0,1,2.0,category0
0.21629016,16.427942,2.0,Brown,18,4,1.0,category0
0.89,43.58075,3.0,Tan,18,4,2.0,category0
0.22219424,23.727306,3.0,Gray,0,7,2.0,category0
0.56,19.74209,3.0,White,7,1,2.0,category0
0.98,21.134453,3.0,Green,7,1,2.0,category0
0.58,10.168548,2.0,Red,12,1,1.0,category0
0.57,13.999641,2.0,Brown,13,9,0.0,category0
0.59,17.027996,2.0,White,13,9,0.0,category0
0.88,32.829456,2.0,Apricot,0,1,0.0,category0
0.56,28.073257,3.0,Tan,0,1,2.0,category0
0.2407258,29.329176,3.0,Orange Tabby,18,4,2.0,category0
0.81,40.535454,3.0,Red,7,1,2.0,category0
0.5192987,46.98462,3.0,Gray,18,4,2.0,category0
0.9101914,22.045332,3.0,Gray,0,1,2.0,category0
0.64,23.439184,3.0,Red,0,1,2.0,category0
0.92,8.361834,2.0,Black,0,1,0.0,category0
0.81,7.621589,3.0,Gray,0,1,2.0,category0
0.27679726,23.039076,3.0,Gray,18,4,2.0,category0
0.28,38.033188,3.0,Red,0,1,2.0,category0
0.01,39.128986,3.0,Gray,18,4,2.0,category0
0.23,39.493332,3.0,Gray,18,4,2.0,category0
0.66,12.793573,3.0,Red,0,1,2.0,category0
0.5930969,20.44221,3.0,Tricolor,18,4,2.0,category0
0.43,8.00644,2.0,White,13,9,1.0,category0
0.31,13.903519,3.0,Gray,18,4,2.0,category0
0.68,18.82026,2.0,Red,11,4,1.0,category0
0.54,35.635418,3.0,Red,0,1,2.0,category0
0.22808062,14.146952,2.0,Red,13,9,0.0,category0
0.46225992,17.285667,3.0,Tan,0,1,2.0,category0
0.94,26.536402,2.0,Black,0,1,1.0,category0
0.87,35.652737,3.0,Tan,18,4,2.0,category0
0.79,13.492035,3.0,Green,0,1,2.0,category0
0.99,23.548813,3.0,Gray,0,1,2.0,category0
0.11289901,14.874064,3.0,Gray,11,4,2.0,category0
0.7,44.75374,3.0,Brown,0,1,2.0,category0
0.41,19.826824,3.0,Gray,0,1,2.0,category0
0.74,30.539288,3.0,White,0,7,2.0,category0
0.59,7.026621,0.0,Red,0,1,1.0,category0
0.21670073,36.53213,3.0,Red,0,1,2.0,category0
0.61,43.7079,3.0,Red,7,1,2.0,category0
0.24,33.607998,2.0,Gray,18,4,0.0,category0
0.4,7.7925286,2.0,Black,18,4,1.0,category0
0.54,42.913803,3.0,Brown,18,4,2.0,category0
0.96,44.409836,3.0,Red,0,1,2.0,category0
0.26,25.193653,3.0,Gray,0,3,2.0,category0
0.744625,5.552009,3.0,White,11,4,2.0,category0
0.83,14.029883,3.0,Gray,0,1,2.0,category0
0.07,24.735573,3.0,Gray,18,4,2.0,category0
0.65926975,29.863796,2.0,Cream Tabby,0,1,0.0,category0
0.97201693,29.839752,3.0,Black,18,4,2.0,category0
0.56225926,26.774073,3.0,Gray,0,1,2.0,category0
0.75,7.8271594,2.0,White,13,9,0.0,category0
0.69,12.229733,3.0,Tan,7,1,2.0,category0
0.94,11.520813,3.0,White,0,1,2.0,category0
0.05,27.776934,3.0,Gray,18,4,2.0,category0
0.88,10.922573,2.0,Yellow,7,1,0.0,category0
0.65,28.728079,2.0,Orange Tabby,0,1,0.0,category0
0.5,29.768827,3.0,Green,0,1,2.0,category0
0.39,20.476345,3.0,Red,0,1,2.0,category0
0.59,39.57867,3.0,Tricolor,18,4,2.0,category0
0.31,13.063141,2.0,Black,18,4,1.0,category0
0.66,28.947748,3.0,Red,7,1,2.0,category0
0.36,13.529105,2.0,White,0,1,0.0,category0
0.59,37.97639,3.0,Yellow,0,7,2.0,category0
0.29,36.055347,3.0,Brown,13,9,2.0,category0
0.8065279,9.293375,3.0,Yellow,7,1,2.0,category0
0.25,28.495335,3.0,Gray,0,7,2.0,category0
0.72,6.3971343,2.0,Black,13,9,0.0,category0
0.8,15.737914,3.0,Gray,18,4,2.0,category0
0.61,12.850961,2.0,White,13,9,0.0,category0
0.61,20.663734,3.0,Red,0,1,2.0,category0
0.82,6.196715,2.0,Black,0,1,0.0,category0
0.68,42.891594,3.0,Black,18,4,2.0,category0
0.84,40.085144,2.0,White,7,1,0.0,category0
0.28,14.387589,2.0,Tan,0,1,0.0,category0
0.76,37.655598,3.0,Red,0,1,2.0,category0
0.56359786,36.747818,3.0,Red,12,1,2.0,category0
0.32,45.47435,3.0,Gray,11,4,2.0,category0
0.8226927,38.21951,3.0,White,7,1,2.0,category0
0.31,27.634378,3.0,Red,0,1,2.0,category0
0.9713971,20.364294,2.0,Blue,0,1,1.0,category0
0.6,27.084179,3.0,Tricolor,7,1,2.0,category0
0.85,17.62971,3.0,Red,0,1,2.0,category0
0.39,10.273191,2.0,Red,0,1,0.0,category0
0.52,8.640258,2.0,Brown,13,9,0.0,category0
0.3707213,6.1371503,3.0,Brown,13,9,2.0,category0
0.6788203,20.680206,3.0,Red,0,1,2.0,category0
0.1659876,20.213804,2.0,White,13,9,0.0,category0
0.19,20.525496,3.0,Yellow,0,1,2.0,category0
0.43,43.666218,3.0,Black,18,4,2.0,category0
0.7895979,30.770094,3.0,Green,7,1,2.0,category0
0.51,26.59487,2.0,Gray,11,4,1.0,category0
0.95,45.77401,3.0,Gray,0,7,2.0,category0
0.57,36.209995,3.0,White,0,3,2.0,category0
0.89,31.790506,3.0,White,0,1,2.0,category0
0.57,22.421082,3.0,Gray,0,1,2.0,category0
0.82693034,17.456442,2.0,Black,0,1,0.0,category0
0.920325,24.402086,3.0,Red,0,1,2.0,category0
0.36985418,27.873718,3.0,Green,0,1,2.0,category0
0.64,11.53465,2.0,Tan,13,9,0.0,category0
0.49856475,7.3183794,2.0,White,13,9,0.0,category0
0.9,34.587746,2.0,White,0,3,0.0,category0
0.44517574,12.549872,3.0,Red,0,1,2.0,category0
0.91084015,21.486422,3.0,Gray,18,4,2.0,category0
0.5,15.697545,2.0,Brown,13,9,0.0,category0
0.66,30.377869,2.0,Tan,7,1,1.0,category0
0.79,28.050943,2.0,White,0,3,0.0,category0
0.67,34.87859,3.0,Black,18,4,2.0,category0
0.46,23.19074,2.0,Black,0,1,0.0,category0
0.68,10.612373,3.0,Gray,11,4,2.0,category0
0.55,12.615172,2.0,Black,0,1,0.0,category0
0.3,39.558155,3.0,White,7,1,2.0,category0
0.94,26.671728,3.0,Red,0,1,2.0,category0
0.98663634,24.068659,3.0,Gray,0,7,2.0,category0
0.36,5.3203883,2.0,Brown,13,9,0.0,category0
0.73,5.4724813,3.0,Brown,0,7,2.0,category0
0.79,10.033531,2.0,Brown,13,9,0.0,category0
0.82,18.379858,2.0,White,13,9,0.0,category0
0.74,41.017273,3.0,Brown,18,4,2.0,category0
0.06,16.019556,2.0,Brown,0,1,0.0,category0
0.26,15.18248,3.0,Red,18,4,2.0,category0
0.33,26.110165,3.0,Gray,0,1,2.0,category0
0.73,20.08342,3.0,Yellow,7,1,2.0,category0
0.73,17.30602,3.0,Blue,0,7,2.0,category0
0.85,44.301952,3.0,Gray,0,1,2.0,category0
0.23,16.689283,2.0,White,13,9,0.0,category0
0.037244547,6.237895,2.0,Tricolor,13,9,1.0,category0
0.6348157,29.39069,3.0,White,12,1,2.0,category0
0.81,21.737078,2.0,Black,0,1,1.0,category0
0.6,45.374466,2.0,Yellow,0,3,0.0,category0
0.7264766,26.239008,3.0,Black,18,4,2.0,category0
0.9,7.3207555,2.0,Green,0,1,1.0,category0
0.07,12.149232,2.0,White,0,1,0.0,category0
0.93,15.674993,2.0,Tan,0,1,0.0,category0
0.56,21.559994,2.0,Chocolate,18,4,1.0,category0
0.4,24.405737,3.0,Yellow,0,1,2.0,category0
0.97,35.887505,3.0,White,0,1,2.0,category0
0.21,17.23267,3.0,Red,11,4,2.0,category0
0.8454473,21.971222,3.0,White,0,1,2.0,category0
0.0,18.326567,2.0,Brown,18,4,1.0,category0
0.16,17.67483,3.0,Gray,0,1,2.0,category0
0.36,13.825593,3.0,Gray,0,4,2.0,category0
0.8,22.091778,1.0,White,12,1,0.0,category0
0.19,22.443302,3.0,White,0,1,2.0,category0
0.31606573,9.99079,2.0,Tricolor,13,9,1.0,category0
0.8,5.3398514,3.0,Red,0,1,0.0,category0
0.3,43.194157,3.0,Brown,13,9,2.0,category0
0.63,23.717834,3.0,White,0,6,2.0,category0
0.33,49.47271,3.0,Brown,18,4,2.0,category0
0.21,37.426064,3.0,Black,18,4,2.0,category0
0.42,9.033209,2.0,Black,11,4,1.0,category0
0.85,34.029064,3.0,Gray,12,1,2.0,category0
0.69,13.844581,2.0,Tan,0,1,0.0,category0
0.6556883,13.5397,2.0,Black,0,1,1.0,category0
0.75,23.578592,3.0,Tan,0,7,2.0,category0
0.84,15.364705,2.0,White,0,1,1.0,category0
0.58,18.824526,3.0,Brown,11,4,2.0,category0
0.52,15.246451,2.0,Flame Point,13,9,0.0,category0
0.4,25.436203,2.0,White,7,1,0.0,category0
0.28,30.941765,3.0,Gray,0,1,2.0,category0
0.84,40.999294,3.0,Brown,13,9,2.0,category0
0.97,25.273756,3.0,Yellow,12,1,2.0,category0
0.76,11.741647,2.0,Gray,13,9,0.0,category0
0.09,23.697449,2.0,Brown,18,4,1.0,category0
0.85,32.00998,3.0,White,0,1,2.0,category0
0.53,30.594395,2.0,White,0,3,0.0,category0
0.23,33.116486,3.0,Yellow,0,1,2.0,category0
0.39,21.031883,3.0,Black,18,4,2.0,category0
0.84,24.907438,3.0,Brown,18,4,2.0,category0
0.57,30.013786,2.0,Brown,13,9,0.0,category0
0.74,34.89849,3.0,Gray,0,1,2.0,category0
0.26906404,32.04913,3.0,Gray,0,1,2.0,category0
0.83797544,46.426125,3.0,Black,18,4,2.0,category0
0.29,43.18648,3.0,Black,0,1,2.0,category0
0.9,39.172215,3.0,Black,18,4,2.0,category0
0.77,33.580185,2.0,Gray,0,3,1.0,category0
0.49,44.832275,2.0,Blue,7,1,0.0,category0
0.81,31.988483,3.0,White,0,1,2.0,category0
0.97,26.327997,3.0,Gray,0,1,2.0,category0
0.61,42.824707,3.0,Blue,7,1,2.0,category0
0.71,24.174774,3.0,Black,18,4,2.0,category0
0.83,40.862717,2.0,Sable,18,4,1.0,category0
0.8254824,10.645215,3.0,Gray,18,4,2.0,category0
0.55,17.854826,3.0,Tricolor,11,4,2.0,category0
0.66,10.457059,3.0,Red,13,9,2.0,category0
0.49,26.586388,3.0,Black,18,4,2.0,category0
0.72,17.242,2.0,Black,0,1,0.0,category0
0.69,8.515985,2.0,Black,0,1,0.0,category0
0.95,16.871185,2.0,Blue,0,1,0.0,category0
0.36,29.726362,3.0,Red,0,1,2.0,category0
0.29,48.459335,3.0,Yellow,15,4,2.0,category0
0.88,10.278435,2.0,White,18,4,1.0,category0
0.69,16.344976,2.0,White,13,9,0.0,category0
0.88578707,16.935316,2.0,Black,0,1,0.0,category0
0.99,40.574715,3.0,Green,0,7,2.0,category0
0.11,7.868953,2.0,Brown,0,1,0.0,category0
0.74823326,11.671345,2.0,Black,13,9,0.0,category0
0.7,35.787075,3.0,Black,0,1,2.0,category0
0.55,13.6089735,3.0,White,0,1,2.0,category0
0.6,29.899023,3.0,Black,18,4,2.0,category0
0.18,48.65256,3.0,Red,12,1,2.0,category0
0.82,20.747517,3.0,Blue,0,3,2.0,category0
0.95,25.720484,3.0,Red,7,1,2.0,category0
0.85,46.221535,3.0,Cream Tabby,18,4,2.0,category0
0.72,32.41533,2.0,Red,0,1,2.0,category0
0.32,12.452174,2.0,Tan,0,1,1.0,category0
0.3,28.125593,3.0,Red,0,1,2.0,category0
0.75,30.640854,2.0,Gray,18,4,1.0,category0
0.17,9.459872,3.0,Blue,7,1,2.0,category0
0.26,20.408222,2.0,Sable,0,1,0.0,category0
0.93,14.255203,3.0,Gray,18,4,2.0,category0
0.32,37.055454,3.0,White,0,1,2.0,category0
0.67,47.586468,3.0,Brown,18,4,2.0,category0
0.52,31.980225,3.0,Yellow,7,1,2.0,category0
0.50210947,28.133383,2.0,Red,0,1,1.0,category0
0.93,35.096035,3.0,Red,12,1,2.0,category0
0.75,15.763497,2.0,Black,0,1,1.0,category0
0.4284894,27.684347,3.0,Yellow,0,1,2.0,category0
0.79,12.124761,3.0,Yellow,7,1,2.0,category0
0.67,24.301321,3.0,Black,18,4,2.0,category0
0.62,7.103639,2.0,Tan,13,9,0.0,category0
0.49,46.114677,3.0,Brown,7,2,2.0,category0
0.69,23.203045,3.0,Tricolor,0,7,2.0,category0
0.26,5.4704795,2.0,White,13,9,0.0,category0
0.81,15.626862,3.0,Gray,18,4,2.0,category0
0.11,13.013092,2.0,White,13,9,0.0,category0
0.9,19.640856,3.0,Red,0,1,2.0,category0
0.96,21.149149,3.0,Gray,0,7,2.0,category0
0.77441454,21.802866,3.0,Blue,11,4,2.0,category0
0.82,8.35412,2.0,Black,18,4,1.0,category0
0.89,48.5413,3.0,Gray,0,7,2.0,category0
0.65,13.387284,3.0,Gray,18,4,2.0,category0
0.22,6.208176,2.0,Black,13,9,0.0,category0
0.6117052,45.62584,2.0,White,7,1,1.0,category0
0.79,10.197392,3.0,Yellow,7,1,2.0,category0
0.35514382,12.204173,2.0,White,13,9,1.0,category0
0.63,44.559574,3.0,Green,0,1,2.0,category0
0.93,37.73246,3.0,Yellow,0,7,2.0,category0
0.65,14.520933,2.0,Gray,0,1,0.0,category0
0.78,32.786953,2.0,Gray Tabby,0,1,0.0,category0
0.93,18.565697,2.0,Brown,0,1,0.0,category0
0.06,11.124729,2.0,Black,0,1,0.0,category0
0.53,28.327795,3.0,Black,11,4,2.0,category0
0.8,29.916813,3.0,Gray,0,7,2.0,category0
0.89,26.535122,3.0,Gray,18,4,2.0,category0
0.58,7.1294994,2.0,Black,0,1,0.0,category0
0.56,16.181036,3.0,Gray,0,1,2.0,category0
0.75,23.501686,3.0,Blue,0,1,2.0,category0
0.72,22.878271,3.0,Gray,0,1,2.0,category0
0.59,15.195819,2.0,Tan,0,1,0.0,category0
0.72,26.930752,2.0,Red,0,1,0.0,category0
0.27,6.783837,2.0,White,13,9,0.0,category0
0.86,16.082684,3.0,Black,18,4,2.0,category0
0.95811945,15.530517,2.0,White,0,1,1.0,category0
0.89,15.30343,2.0,Red,0,1,1.0,category0
0.51,37.85727,2.0,Black,0,1,0.0,category0
0.8,14.693832,2.0,Brown,0,1,0.0,category0
0.09961685,25.239458,3.0,Black,11,4,2.0,category0
0.88,27.14896,3.0,White,18,4,2.0,category0
0.79419875,31.122059,3.0,Red,0,1,2.0,category0
0.52896285,24.524239,3.0,Gray,0,1,2.0,category0
0.5,5.4771633,2.0,Red,0,1,0.0,category0
0.25,35.13768,2.0,Black,7,1,0.0,category0
0.72,8.062929,2.0,White,0,3,0.0,category0
0.96,46.49793,2.0,White,0,3,0.0,category0
0.82,26.916666,3.0,Brown,18,4,2.0,category0
0.35,26.781359,3.0,Tricolor,18,4,2.0,category0
0.64,28.897377,2.0,Gray,18,4,1.0,category0
0.06,20.222776,2.0,Black,0,1,0.0,category0
0.25,10.902972,2.0,White,13,9,0.0,category0
0.89,20.93833,2.0,Black,0,1,0.0,category0
0.08,33.087273,3.0,Red,0,1,2.0,category0
0.23,16.421326,3.0,Red,13,9,2.0,category0
0.45,41.71358,3.0,Yellow,0,1,2.0,category0
0.46,36.038643,3.0,Tricolor,0,7,2.0,category0
0.95,38.87091,3.0,Gray,0,1,2.0,category0
0.72,45.599937,3.0,White,13,9,2.0,category0
0.59,6.545587,2.0,Tan,18,4,1.0,category0
0.82,20.112385,3.0,Red,0,2,2.0,category0
0.81,32.691288,3.0,Black,11,4,2.0,category0
0.99,11.303407,3.0,Tricolor,0,1,2.0,category0
0.41,12.864911,2.0,White,13,9,0.0,category0
0.65,47.385967,3.0,Tan,0,1,2.0,category0
0.13,44.717278,3.0,Brown,18,4,2.0,category0
0.65,10.473338,3.0,White,0,6,2.0,category0
0.43,29.530684,2.0,Black,7,1,1.0,category0
0.63,19.536377,3.0,White,7,1,2.0,category0
0.61,16.705576,3.0,White,0,1,2.0,category0
0.32,15.668232,2.0,Lynx Point,18,4,1.0,category0
0.3360982,8.8956585,2.0,White,13,9,0.0,category0
0.73,28.31575,3.0,Brown,0,7,2.0,category0
0.088054955,10.676114,3.0,Gray,18,4,2.0,category0
0.8528925,21.349483,2.0,Black,0,1,0.0,category0
0.27,28.030542,2.0,White,13,9,0.0,category0
0.18200678,12.809312,2.0,White,13,9,0.0,category0
0.89,20.673557,2.0,Red,0,1,0.0,category0
0.29,32.78892,3.0,Brown,18,4,2.0,category0
0.56,27.991917,2.0,Tan,7,1,0.0,category0
0.65,24.5213,3.0,Gray,18,4,2.0,category0
0.58,26.753971,3.0,Yellow,12,1,2.0,category0
0.99,25.321495,3.0,White,0,1,2.0,category0
0.79352325,29.590137,2.0,Red,0,1,1.0,category0
0.45,16.993502,3.0,Gray,18,4,2.0,category0
0.2,30.104502,2.0,Brown,13,9,0.0,category0
0.69,13.390274,3.0,Yellow,7,1,2.0,category0
0.84,16.551695,3.0,Tan,0,7,2.0,category0
0.19,42.74123,3.0,Gray,0,7,2.0,category0
0.35,10.90638,2.0,Brown,13,9,1.0,category0
0.59,29.822662,3.0,Red,13,9,2.0,category0
0.88854325,21.413626,2.0,White,0,1,0.0,category0
0.44,24.84138,2.0,White,0,3,0.0,category0
0.14,17.610641,2.0,Gray,18,4,1.0,category0
0.66,19.248142,3.0,Yellow,0,1,2.0,category0
0.6458253,26.582865,3.0,Yellow,0,1,2.0,category0
0.51,8.118586,2.0,White,13,9,0.0,category0
0.47,36.57258,3.0,Black,18,4,2.0,category0
0.71,36.189957,3.0,Gray,0,1,2.0,category0
0.35446545,8.884841,3.0,Blue,0,3,2.0,category0
0.56,16.802181,3.0,Gray,0,1,2.0,category0
0.45,12.8656,3.0,White,0,1,2.0,category0
0.87360966,21.260317,2.0,Brown,0,1,0.0,category0
0.9,32.091343,2.0,White,0,1,0.0,category0
0.81,21.733498,2.0,Red,0,1,0.0,category0
0.23,20.070824,2.0,Red,0,1,0.0,category0
0.11,34.91611,3.0,Red,0,7,2.0,category0
0.55,11.212096,3.0,Gray,0,6,2.0,category0
0.72,9.81469,3.0,Brown,11,4,2.0,category0
0.3938091,31.31503,3.0,Gray,0,1,2.0,category0
0.9669129,11.928686,2.0,Black,7,1,0.0,category0
0.78,26.124462,2.0,Gray,0,1,1.0,category0
0.83,34.33675,3.0,White,7,1,2.0,category0
0.39,19.72863,3.0,Gray,18,4,2.0,category0
0.67,32.76453,3.0,Brown,7,1,2.0,category0
0.84,16.012066,2.0,Brown,0,1,1.0,category0
0.54,17.561337,2.0,Tan,7,1,0.0,category0
0.8,30.063078,2.0,White,7,1,0.0,category0
0.35,29.354292,3.0,White,0,1,2.0,category0
0.8116839,7.850809,3.0,Tricolor,7,1,2.0,category0
0.91,20.710909,3.0,Gray,0,7,2.0,category0
0.35,14.542666,2.0,Buff,18,4,1.0,category0
0.94987345,19.833963,3.0,Brown,0,7,2.0,category0
0.9814404,26.008175,2.0,Blue Tabby,7,1,0.0,category0
0.42,8.641274,2.0,White,13,9,1.0,category0
0.5,27.785759,3.0,Yellow,0,7,2.0,category0
0.65,15.735219,3.0,Tricolor,7,1,2.0,category0
0.48,20.615871,3.0,White,0,1,2.0,category0
0.7101199,45.308548,2.0,Black,7,1,1.0,category0
0.93,25.497564,3.0,Gray,0,1,2.0,category0
0.25,23.949207,2.0,Red,0,1,2.0,category0
0.8,6.782464,2.0,Sable,13,9,0.0,category0
