length(m),height(cm),condition,color_type,X1,X2,breed_category,pet_category
0.6031558,6.998459,2.0,Brown Tabby,0,1,0.0,category0
0.91,7.5375896,1.0,Fawn,0,1,0.0,category0
0.64,29.551548,3.0,Brown,5,4,2.0,category0
0.33,33.725243,3.0,Gray,0,1,2.0,category0
0.48,44.025593,2.0,Gray,18,4,1.0,category0
0.91,36.301434,3.0,Green,0,1,2.0,category0
0.98227787,40.65835,0.0,Yellow,0,1,1.0,category0
0.85,39.233307,0.0,White,7,1,1.0,category0
0.1,12.873038,3.0,White,0,1,2.0,category0
0.89,45.92737,0.0,Tan,0,1,1.0,category0
0.6721055,9.664362,3.0,Buff,0,7,2.0,category0
0.87,28.8351,3.0,Gray,18,4,2.0,category0
0.29,39.696667,2.0,White,0,1,0.0,category0
0.8415972,31.543797,0.0,Gray,0,1,1.0,category0
0.73,15.679692,3.0,Gray,18,4,2.0,category0
0.79,38.01565,2.0,Cream,0,7,0.0,category0
0.27,47.366035,3.0,Gray,18,4,2.0,category0
0.57590055,12.293628,3.0,Black,0,1,2.0,category0
0.19729285,39.430466,3.0,Brown,15,4,2.0,category0
0.13,46.999157,3.0,Tan,18,4,2.0,category0
0.77,49.90803,3.0,White,18,4,2.0,category0
0.11,16.270355,2.0,Red,18,4,0.0,category0
0.30978942,46.181805,2.0,Tortie,0,1,1.0,category0
0.07,26.882002,3.0,Gray,15,4,2.0,category0
0.43,32.08547,0.0,Black,0,1,1.0,category0
0.29899698,20.530094,3.0,Black,12,1,2.0,category0
0.37,25.404325,2.0,White,0,7,0.0,category0
0.27,24.928175,0.0,Gray,7,1,1.0,category0
0.54274315,16.035435,2.0,White,0,1,0.0,category0
0.64,15.161405,3.0,Chocolate Point,7,1,2.0,category0
0.07,33.50345,0.0,Gray,0,1,1.0,category0
0.44,6.843691,2.0,Yellow,7,1,1.0,category0
0.36,11.2226,3.0,Tricolor,0,1,2.0,category0
0.35,13.86613,2.0,White,0,3,0.0,category0
0.6446028,5.8464622,2.0,Gray,18,4,0.0,category0
0.39,10.325836,2.0,Gray,18,4,0.0,category0
0.9,28.341507,3.0,Gray,18,4,2.0,category0
0.92,33.715717,2.0,White,0,1,0.0,category0
0.37,7.7645664,2.0,Gray,0,1,1.0,category0
0.45,38.91152,3.0,Black,0,1,2.0,category0
0.38,25.748594,3.0,Brown Brindle,0,1,2.0,category0
0.91907626,37.99553,3.0,Gray Tabby,0,1,2.0,category0
0.75,33.368572,2.0,White,0,7,0.0,category0
0.9196208,14.009507,2.0,Black,0,1,0.0,category0
0.67,12.671111,2.0,Tricolor,16,9,0.0,category0
0.114443265,7.1101823,3.0,Gray,18,4,2.0,category0
0.42,12.565136,2.0,Black Brindle,0,1,0.0,category0
0.69,44.444244,2.0,Brown Tabby,0,4,0.0,category0
0.95,24.661674,3.0,Red,12,1,2.0,category0
0.83,26.888208,3.0,Gray,15,4,2.0,category0
0.88,40.467224,1.0,Black,0,7,0.0,category0
0.77,44.380016,3.0,Gray,18,4,2.0,category0
0.53,38.32682,0.0,Black,0,1,1.0,category0
0.96436924,27.69095,0.0,Red,0,1,1.0,category0
0.13,25.421347,1.0,White,0,1,0.0,category0
0.91,30.157114,2.0,White,0,1,0.0,category0
0.6024064,46.464783,3.0,White,0,1,2.0,category0
0.8307538,37.446186,2.0,Blue,7,1,0.0,category0
0.06,16.462538,3.0,Brown,18,4,2.0,category0
0.95,14.502374,2.0,White,0,7,1.0,category0
0.62,10.986944,2.0,Gray,0,1,0.0,category0
0.11,7.874303,3.0,White,0,7,2.0,category0
0.73,46.465244,2.0,Black,0,3,0.0,category0
0.31,11.594747,3.0,Gray,15,4,2.0,category0
0.71,48.43998,3.0,Black,18,4,2.0,category0
0.93,28.587948,1.0,Brown Merle,0,7,0.0,category0
0.77485144,32.804394,2.0,White,0,1,0.0,category0
0.78,36.578384,3.0,Tricolor,13,9,2.0,category0
0.44,37.45702,3.0,Gray,0,1,2.0,category0
0.94800407,10.995248,3.0,Red,18,4,2.0,category0
0.7004232,9.752398,2.0,Red,13,9,0.0,category0
0.3767653,42.325405,3.0,Orange Tabby,18,4,2.0,category0
0.87,44.2555,1.0,Black,0,1,0.0,category0
0.55,49.22602,2.0,White,0,1,0.0,category0
0.39,46.917507,3.0,Black,15,4,2.0,category0
0.38,17.230099,0.0,Brown Brindle,0,1,1.0,category0
0.9,41.419544,0.0,White,7,1,1.0,category0
0.88,12.5110855,0.0,White,0,1,1.0,category0
0.81,39.774403,2.0,Gray,18,4,1.0,category0
0.9,13.245926,2.0,Tan,7,1,0.0,category0
0.51735383,12.971967,2.0,White,0,1,0.0,category0
0.32,21.36708,1.0,White,0,1,0.0,category0
0.51,43.51279,3.0,Brown Tabby,7,1,2.0,category0
0.91,14.905025,2.0,Gray,18,4,0.0,category0
0.85,45.777603,3.0,Gray,18,4,2.0,category0
0.97,39.242546,3.0,White,0,7,2.0,category0
0.95031166,45.6303,2.0,White,0,1,0.0,category0
0.37,37.710365,3.0,Brown,18,4,2.0,category0
0.84,9.513367,3.0,Gray,18,4,2.0,category0
0.96,40.8323,2.0,White,15,4,0.0,category0
0.5,25.982515,2.0,White,7,1,0.0,category0
0.76,18.15389,2.0,White,0,1,1.0,category0
0.04,20.011606,3.0,Gray,18,4,2.0,category0
0.85,12.488688,2.0,White,0,1,1.0,category0
0.8,10.624314,2.0,Blue Tabby,13,9,0.0,category0
0.95678663,14.2268915,2.0,Tricolor,0,1,0.0,category0
0.42,37.65813,3.0,Brown Brindle,18,4,2.0,category0
0.07,26.980982,3.0,Brown Brindle,18,4,2.0,category0
0.95,13.390411,3.0,Tan,13,9,2.0,category0
0.7,8.310622,2.0,White,0,1,0.0,category0
0.55,29.42118,2.0,Tortie,12,1,1.0,category0
0.62,49.351883,3.0,Gray,18,4,2.0,category0
0.82,23.281164,2.0,Red,0,1,0.0,category0
0.96,42.230343,0.0,Brown Tabby,0,1,1.0,category0
0.81570023,43.633698,3.0,Gray,13,9,2.0,category0
0.7,11.041649,3.0,White,13,9,2.0,category0
0.66,20.491833,2.0,Red,0,1,0.0,category0
0.52,11.02496,2.0,Brown Brindle,0,1,0.0,category0
0.44,7.0422707,2.0,Tortie,13,9,0.0,category0
0.5039792,24.546888,3.0,Brown,18,4,2.0,category0
0.25760964,41.71971,3.0,Black,18,4,2.0,category0
0.7735833,39.75288,3.0,Black,18,4,2.0,category0
0.92,8.197885,2.0,Gray,13,9,0.0,category0
0.53,11.324575,2.0,Blue Tabby,0,1,0.0,category0
0.9,32.467075,2.0,Red,0,1,0.0,category0
0.6,37.603428,2.0,White,0,7,0.0,category0
1.0,31.851278,0.0,Tortie,0,1,1.0,category0
0.83,9.959835,2.0,Tan,0,7,0.0,category0
0.65,31.642544,0.0,Gray,0,7,1.0,category0
0.47,42.862442,2.0,Black,0,3,0.0,category0
0.02,24.83023,3.0,Gray,18,4,2.0,category0
0.56,42.622963,3.0,Tan,18,4,2.0,category0
0.94,41.37008,1.0,Black,0,1,0.0,category0
0.66,38.490967,3.0,Gray,18,4,2.0,category0
0.43,36.1949,3.0,Gray,18,4,2.0,category0
0.85,21.649012,2.0,Brown Brindle,0,4,1.0,category0
0.93,46.753807,3.0,Gray,18,4,2.0,category0
0.61,15.670861,2.0,Red,0,1,0.0,category0
0.06,16.391466,3.0,Brown,15,4,2.0,category0
0.68,38.396564,2.0,Tan,0,7,1.0,category0
0.68,43.225784,2.0,Gold,0,1,0.0,category0
0.93,29.771254,3.0,Tricolor,0,1,2.0,category0
0.73,41.494267,2.0,Gray,0,1,0.0,category0
0.7406349,26.104412,2.0,Black,7,1,0.0,category0
0.69,27.83129,3.0,Sable,7,1,2.0,category0
0.46713975,21.716507,2.0,White,0,1,1.0,category0
0.86,31.358093,3.0,Gray,0,1,2.0,category0
0.63,25.474266,3.0,Brown Tabby,18,4,2.0,category0
0.7,24.367794,2.0,Gray,16,9,0.0,category0
0.82301617,25.551006,3.0,Flame Point,5,4,2.0,category0
0.95,43.560745,2.0,Gray,18,4,1.0,category0
0.9211571,33.31907,0.0,Tortie,7,1,1.0,category0
0.8,36.929512,2.0,White,0,7,0.0,category0
0.6,43.421547,3.0,Gray,17,9,2.0,category0
0.07,16.120876,2.0,Black,0,1,0.0,category0
0.7,19.202501,0.0,Fawn,0,1,1.0,category0
0.75,12.86656,2.0,Blue,0,1,0.0,category0
0.64464974,6.3623805,2.0,White,13,9,0.0,category0
0.21,31.984959,3.0,Black,18,4,2.0,category0
0.8,37.023636,1.0,Tricolor,0,1,0.0,category0
0.71,40.358112,2.0,Black,0,7,0.0,category0
0.615562,12.463713,2.0,Blue,13,9,0.0,category0
0.7497752,25.701128,3.0,Gray,18,4,2.0,category0
0.86,25.387749,2.0,Black,0,1,0.0,category0
0.6,12.518005,1.0,Black,0,1,0.0,category0
0.88,20.747389,3.0,Gray,18,4,2.0,category0
0.33,17.335987,2.0,Black,0,1,1.0,category0
0.04,31.856133,2.0,Black,18,4,0.0,category0
0.17,28.706884,2.0,White,0,1,0.0,category0
0.48,30.220366,3.0,Gray,18,4,2.0,category0
0.73,16.326319,3.0,Black,0,1,2.0,category0
0.6,9.424807,2.0,Blue,0,1,1.0,category0
0.88,14.900702,3.0,Green,18,4,2.0,category0
0.21,32.13894,0.0,Gray,0,1,1.0,category0
0.91,24.105911,0.0,Buff,7,1,1.0,category0
0.7634778,12.178034,3.0,Black,18,4,2.0,category0
0.5733216,32.88623,3.0,Black,18,4,2.0,category0
0.7401057,45.672817,0.0,Red,7,1,1.0,category0
0.24104926,16.402441,2.0,Black,0,1,1.0,category0
0.58,13.758345,3.0,Black,18,4,2.0,category0
0.6138372,43.556435,2.0,Yellow,0,1,0.0,category0
0.85,40.316875,2.0,Lilac Point,7,1,0.0,category0
0.27,9.871674,3.0,Black,16,9,2.0,category0
0.7282813,32.80994,3.0,Gray,18,4,2.0,category0
0.18,35.921654,2.0,Red,0,1,0.0,category0
0.30353063,12.035408,0.0,Gray,0,7,1.0,category0
0.95,46.344036,3.0,White,9,4,2.0,category0
0.9004693,42.599445,2.0,Black,13,9,0.0,category0
0.97,18.501562,3.0,Black,7,1,2.0,category0
0.17,29.604607,3.0,Black,0,1,2.0,category0
0.36,16.712395,3.0,Black,18,4,2.0,category0
0.68,13.817705,3.0,Yellow,0,1,2.0,category0
0.05,17.13556,3.0,Gray,18,4,2.0,category0
0.3560956,33.61675,3.0,Gray,18,4,2.0,category0
0.69,10.207037,3.0,Gray,13,9,2.0,category0
0.1,9.3269615,3.0,Gray,0,1,2.0,category0
0.4869911,33.49265,2.0,Brown Tabby,18,4,1.0,category0
0.61,15.406864,2.0,Black,12,1,0.0,category0
0.12,30.973728,3.0,Black,0,1,2.0,category0
0.83915395,26.502298,0.0,Tortie,7,1,1.0,category0
0.19,31.985224,2.0,Black,0,1,0.0,category0
0.65,14.307405,2.0,Red,13,9,0.0,category0
0.53353155,44.87135,3.0,Black,18,4,2.0,category0
0.15983729,6.675924,3.0,Brown Tabby,7,1,2.0,category0
0.88,9.847451,2.0,Brown,0,7,0.0,category0
0.8,14.686358,3.0,Gray,0,1,2.0,category0
0.7,34.73351,2.0,Gray,0,1,0.0,category0
0.95,18.05933,3.0,Tan,0,1,2.0,category0
0.781596,9.484343,3.0,Calico,13,9,2.0,category0
0.64,21.899357,2.0,White,0,1,0.0,category0
0.74,8.402029,1.0,Red,0,1,0.0,category0
0.59,8.001892,2.0,White,13,9,0.0,category0
0.23,27.258627,3.0,Gray,15,1,2.0,category0
0.5,40.85655,2.0,Black,0,7,0.0,category0
0.07,7.0004697,2.0,Black,0,1,0.0,category0
0.56,24.488605,0.0,Black,13,9,1.0,category0
0.08,13.672156,0.0,Tricolor,0,1,1.0,category0
0.77968353,19.910337,2.0,Black,0,1,0.0,category0
0.6963474,38.193787,1.0,Black,13,9,0.0,category0
0.81,37.122986,3.0,Brown,0,8,2.0,category0
0.81,41.982227,3.0,White,0,1,2.0,category0
0.69,45.05163,3.0,White,15,4,2.0,category0
0.20560808,15.209263,0.0,Flame Point,17,9,1.0,category0
0.95,42.38886,1.0,Tricolor,0,1,0.0,category0
0.57,14.935373,0.0,White,0,1,1.0,category0
0.32,9.332574,2.0,Black,7,1,0.0,category0
0.045549024,16.133379,3.0,Gray,18,4,2.0,category0
0.38,37.679028,3.0,Gray,0,1,2.0,category0
0.02,13.642543,3.0,Gray,18,4,2.0,category0
0.83,17.284843,3.0,Gray,17,9,2.0,category0
0.47,6.1083865,3.0,Black,7,1,2.0,category0
0.74,47.853634,3.0,Brown Brindle,7,1,2.0,category0
0.93,15.26728,0.0,White,0,1,1.0,category0
0.23,38.43167,0.0,Black,0,1,1.0,category0
0.9197212,40.074375,2.0,Black,18,4,1.0,category0
0.8,32.818287,2.0,Black,0,1,0.0,category0
0.78468984,40.75874,1.0,Red,0,1,0.0,category0
0.2,19.245995,3.0,Gray,18,4,2.0,category0
0.90433156,37.0253,3.0,Black,18,4,2.0,category0
0.8368274,16.887516,2.0,Black,0,3,0.0,category0
0.15,44.630154,2.0,White,13,9,1.0,category0
0.06,19.271286,3.0,Black,0,1,2.0,category0
0.50725454,12.529904,0.0,Red,18,4,1.0,category0
0.73,13.107744,2.0,White,13,9,1.0,category0
0.48,27.424248,3.0,Tortie,0,1,2.0,category0
0.32,30.993412,3.0,Gray,0,1,2.0,category0
0.89,6.607075,2.0,Red,0,1,0.0,category0
0.4561022,16.976503,2.0,White,13,9,0.0,category0
0.87,42.845997,3.0,Black,0,1,2.0,category0
0.28,7.686834,3.0,Gray,14,4,2.0,category0
0.42,43.364574,1.0,Tricolor,9,2,0.0,category0
0.79,43.425827,3.0,Tan,0,1,2.0,category0
0.77,38.61463,3.0,Gray,18,4,2.0,category0
0.64,32.04379,3.0,Gray,0,7,2.0,category0
0.48,6.3878126,3.0,Black,18,4,2.0,category0
0.96,38.542797,2.0,White,0,7,1.0,category0
0.36,15.899384,0.0,Brown,0,1,1.0,category0
0.75,25.3731,2.0,Black,18,4,0.0,category0
0.55,42.062183,3.0,Calico,0,3,2.0,category0
0.4,11.734036,2.0,Brown,0,4,0.0,category0
0.58,47.35255,2.0,Gray,0,1,0.0,category0
0.75,39.0424,2.0,Gray,18,4,0.0,category0
0.8867539,46.67938,2.0,White,0,1,0.0,category0
0.45,44.78175,2.0,Gray,14,4,0.0,category0
0.28,7.2999845,2.0,Tan,0,1,0.0,category0
0.52,29.644047,2.0,Black,13,9,0.0,category0
0.87,27.774385,0.0,Tan,0,1,1.0,category0
0.98,32.49503,3.0,Gray,0,1,2.0,category0
0.41,27.468021,3.0,Gray,18,4,2.0,category0
0.6,23.127947,2.0,White,0,3,0.0,category0
0.98,36.16721,3.0,Black,7,1,2.0,category0
0.28,43.68737,3.0,Black,18,4,2.0,category0
0.57,8.406347,2.0,Red,0,1,0.0,category0
0.17,17.203838,3.0,Gray,18,4,2.0,category0
0.57,5.4967093,2.0,Black,13,9,0.0,category0
0.37,33.705017,2.0,Black,16,9,0.0,category0
0.93,14.110824,3.0,Tan,4,1,2.0,category0
0.35,24.940434,2.0,Gray,13,9,1.0,category0
0.59,37.0211,3.0,Tortie,0,1,2.0,category0
0.72,14.053055,3.0,Brown,0,1,2.0,category0
0.5110718,36.489506,3.0,Gray,0,1,2.0,category0
0.9,7.2924232,2.0,Black,0,1,0.0,category0
0.96,23.517454,2.0,White,0,1,1.0,category0
0.6219564,31.181953,2.0,Black,0,1,0.0,category0
0.83532095,31.949259,3.0,Black,15,4,2.0,category0
0.77,27.537844,3.0,Gray,0,1,2.0,category0
0.92,6.8014083,3.0,White,7,1,2.0,category0
0.23,12.549799,2.0,Black,0,7,1.0,category0
0.56,11.240343,3.0,Gray,13,9,2.0,category0
0.94,14.251285,3.0,Brown,18,4,2.0,category0
0.51,22.021313,3.0,Silver,0,1,2.0,category0
0.88,6.373697,2.0,White,0,1,0.0,category0
0.84849274,43.287117,3.0,Pink,18,4,2.0,category0
0.05,40.345245,2.0,Gray,17,9,0.0,category0
0.6,23.386936,1.0,White,0,7,0.0,category0
0.19,16.25462,3.0,Tricolor,0,1,2.0,category0
0.77497107,24.811216,0.0,Red,0,1,1.0,category0
0.64,40.755596,3.0,Tan,0,1,2.0,category0
0.69,18.501146,2.0,Brown Brindle,0,7,0.0,category0
0.65045214,38.502445,1.0,Brown,0,3,0.0,category0
0.14,7.6341887,3.0,Gray,18,4,2.0,category0
0.2,13.229919,3.0,Gray,17,9,2.0,category0
0.68,20.998611,3.0,Gray,13,9,2.0,category0
0.88,12.960776,2.0,Black,0,1,0.0,category0
0.99,39.261623,2.0,Black,0,7,0.0,category0
0.38,7.4957485,3.0,Gray,18,4,2.0,category0
0.65,14.343699,3.0,White,0,1,2.0,category0
0.41,5.106804,2.0,Black,13,9,0.0,category0
0.34,43.78852,2.0,Tricolor,0,1,0.0,category0
0.84,42.511124,2.0,Black,0,1,0.0,category0
0.7652518,39.475155,0.0,Blue,7,1,1.0,category0
0.80095476,9.56789,2.0,Black,13,9,0.0,category0
0.93,20.954405,2.0,Black,18,4,1.0,category0
0.93,6.0136027,2.0,White,0,1,1.0,category0
0.019065026,6.776183,2.0,Gray,2,4,1.0,category0
0.62,18.197323,3.0,Black,18,4,2.0,category0
0.56,7.1307106,2.0,Gray,15,4,1.0,category0
0.47,31.94283,3.0,Black,15,4,2.0,category0
0.65,26.180428,0.0,Tricolor,0,1,1.0,category0
0.8,13.530474,3.0,White,0,7,2.0,category0
0.82,25.68734,0.0,Red,0,1,1.0,category0
0.5,26.826471,2.0,Gray,0,1,0.0,category0
0.75,36.346043,2.0,White,0,3,0.0,category0
0.6939636,31.616858,2.0,Gray,18,4,1.0,category0
0.17201817,11.638475,2.0,Black,0,1,0.0,category0
0.2,6.8862424,2.0,Black,0,1,0.0,category0
0.6,27.131227,2.0,Tricolor,0,1,0.0,category0
0.8864515,10.02706,2.0,Red,13,9,0.0,category0
0.43,9.295616,3.0,Yellow,17,9,2.0,category0
0.96323234,44.179638,2.0,Black,0,1,0.0,category0
0.52,38.49951,3.0,Gray,18,4,2.0,category0
0.5358194,38.492916,2.0,White,0,1,1.0,category0
0.7029203,36.3801,3.0,Orange Tabby,0,1,2.0,category0
0.29,29.889402,2.0,Gray,18,4,1.0,category0
0.94,34.044052,2.0,Black,0,1,0.0,category0
0.7587948,24.185331,3.0,Gray,0,1,2.0,category0
0.43,32.891815,3.0,Gray,0,3,2.0,category0
0.78,33.935154,0.0,Black,0,1,1.0,category0
0.49,7.776616,2.0,White,0,1,0.0,category0
0.40463272,34.15006,2.0,Tortie,13,9,1.0,category0
0.8969348,23.435001,3.0,Black,7,1,2.0,category0
0.38,38.387074,0.0,Tricolor,0,1,1.0,category0
0.88,5.6311693,0.0,White,7,1,1.0,category0
0.05,39.46481,3.0,Gray,18,4,2.0,category0
0.63744324,46.613224,0.0,White,0,1,1.0,category0
0.65,16.761097,3.0,Black,7,1,2.0,category0
0.86,10.979841,0.0,Tan,0,1,1.0,category0
0.05,17.332052,2.0,Black,0,1,0.0,category0
0.74,11.644748,2.0,Silver,0,1,0.0,category0
0.05,18.121506,2.0,Red,0,1,0.0,category0
0.95763975,43.81571,2.0,White,0,0,0.0,category0
0.91,7.715139,3.0,Red,7,1,2.0,category0
0.8240696,32.920425,3.0,Blue,0,1,2.0,category0
0.76,40.48966,0.0,Cream Tabby,0,1,1.0,category0
0.38,40.713608,2.0,White,0,4,0.0,category0
0.033361487,35.528526,3.0,Gray,0,7,2.0,category0
0.78,44.68689,2.0,Blue Tabby,0,1,0.0,category0
0.08,22.600384,3.0,Green,18,4,2.0,category0
0.43,27.987007,3.0,Red,17,9,2.0,category0
0.09,6.111742,0.0,Red,18,4,1.0,category0
0.47,28.204628,3.0,Tricolor,0,1,2.0,category0
0.57,8.076319,3.0,Gray,0,1,2.0,category0
0.50243783,40.87927,0.0,Tortie,7,1,1.0,category0
0.71,46.09999,0.0,Brown Merle,7,1,1.0,category0
0.36,15.873927,2.0,Chocolate,0,1,1.0,category0
0.41,9.292861,2.0,Brown,0,1,1.0,category0
0.1749934,31.237904,2.0,White,0,4,0.0,category0
0.96,18.27746,3.0,Red,18,4,2.0,category0
0.82,43.768444,3.0,Red,0,4,2.0,category0
0.033663888,7.733765,3.0,Gray,0,1,2.0,category0
0.45,46.505066,2.0,Yellow,0,1,0.0,category0
0.35,32.01988,2.0,Black,18,4,1.0,category0
0.7488748,14.614608,0.0,Black,0,1,1.0,category0
0.9472019,30.07596,3.0,Black,13,9,2.0,category0
0.53,10.299843,2.0,Gray,18,4,0.0,category0
0.32,13.48238,2.0,Black,0,1,1.0,category0
0.82,38.342644,2.0,Black,7,1,0.0,category0
0.64,39.18157,3.0,Yellow,0,1,2.0,category0
0.41,16.545612,2.0,Red,0,1,1.0,category0
0.41,46.882824,2.0,Black,0,1,0.0,category0
0.9403955,28.424139,0.0,Gray,0,1,1.0,category0
0.76,5.247909,0.0,White,0,1,1.0,category0
0.8913548,14.592593,2.0,Red,0,7,1.0,category0
0.25,40.054615,2.0,Red,0,1,1.0,category0
0.84,8.40553,2.0,Black,13,9,1.0,category0
0.55,34.196457,3.0,Gray,18,4,2.0,category0
0.1,13.060151,1.0,Red,0,1,0.0,category0
0.8,40.683437,1.0,Gray,0,3,0.0,category0
0.76,44.722454,3.0,Gray,18,4,2.0,category0
0.94,15.136604,2.0,Black,0,1,0.0,category0
0.4,13.3474865,3.0,Red,18,4,2.0,category0
0.68,6.1765428,2.0,Brown Tabby,0,1,1.0,category0
0.88,25.919159,2.0,White,0,1,0.0,category0
0.71,43.845028,0.0,Tortie,0,1,1.0,category0
0.67,38.349625,2.0,Black,0,1,0.0,category0
0.43,27.503838,2.0,Black,0,1,0.0,category0
0.48,8.912356,1.0,Tan,0,1,0.0,category0
0.91,12.142927,2.0,Brown,15,4,0.0,category0
0.01,27.658083,3.0,White,15,4,2.0,category0
0.04,5.671251,3.0,Black,11,4,2.0,category0
0.77,11.883808,3.0,Red,13,9,2.0,category0
0.12911236,40.95941,0.0,Red,0,1,1.0,category0
0.80717355,41.336422,0.0,Blue Merle,0,1,1.0,category0
0.53,36.941498,3.0,Orange Tabby,0,1,2.0,category0
0.08,12.886247,0.0,Gray,0,1,1.0,category0
0.7,35.19288,2.0,Black,17,9,0.0,category0
0.24,28.861145,3.0,Tortie,13,9,2.0,category0
0.7084543,18.120607,3.0,White,0,1,2.0,category0
0.45,9.782665,3.0,Gray,18,4,2.0,category0
0.072131515,14.944446,3.0,Tan,7,1,2.0,category0
0.74269325,19.217167,3.0,Tricolor,17,9,2.0,category0
0.06,9.316664,2.0,Red,0,1,0.0,category0
0.65,25.835947,3.0,Brown Tabby,17,9,2.0,category0
0.42,32.819763,3.0,Gray,18,4,2.0,category0
0.92,37.57835,2.0,White,0,1,0.0,category0
0.6,29.390749,3.0,Tan,13,9,2.0,category0
0.3,9.000303,3.0,Gray,18,4,2.0,category0
0.66,42.741108,0.0,Yellow,0,1,1.0,category0
0.95,15.438545,3.0,Yellow,0,1,2.0,category0
0.24,44.666183,2.0,Brown,0,1,0.0,category0
0.87,8.324897,2.0,Black,12,1,0.0,category0
0.9,34.714363,3.0,White,0,1,2.0,category0
0.1,7.8404536,2.0,Brown Tabby,0,1,1.0,category0
0.55,5.319631,2.0,Red,0,1,0.0,category0
0.68,40.76362,0.0,Blue Tabby,0,1,1.0,category0
0.61,31.083176,3.0,Gray,0,1,2.0,category0
0.45,24.800053,0.0,Red,0,1,1.0,category0
0.15,16.922789,3.0,Gray,18,4,2.0,category0
0.7918826,8.423568,2.0,Tricolor,0,1,0.0,category0
0.52,16.9471,1.0,Black,0,1,0.0,category0
0.6962012,15.673997,0.0,Red,0,1,1.0,category0
0.48,45.14713,2.0,Red,0,1,0.0,category0
0.75,17.865057,2.0,Black,13,9,0.0,category0
0.17256825,31.027136,2.0,Gray,18,4,0.0,category0
0.41,20.734331,3.0,Cream Tabby,13,9,2.0,category0
0.75,35.979595,2.0,White,0,1,0.0,category0
0.82,14.211844,2.0,Brown,0,3,0.0,category0
0.61,15.341383,3.0,Yellow,18,4,2.0,category0
0.28,11.972997,2.0,Red,0,7,1.0,category0
0.92,15.889741,2.0,Black,0,3,0.0,category0
0.5,7.5335517,2.0,Brown,18,4,1.0,category0
0.05706308,6.6777253,2.0,Gray,0,1,0.0,category0
0.06,25.29185,3.0,Gray,18,4,2.0,category0
0.19,35.564716,3.0,Gray,18,4,2.0,category0
0.86,23.115917,1.0,White,0,1,0.0,category0
0.91,37.854435,3.0,Gray,0,1,2.0,category0
0.79,12.081295,2.0,Red,18,4,1.0,category0
0.43,26.58142,3.0,Tan,13,9,2.0,category0
0.93,37.92236,3.0,Black,11,4,2.0,category0
0.13606302,39.748955,3.0,Gray,0,1,2.0,category0
0.02,35.030354,0.0,Tortie,0,1,1.0,category0
0.67,22.449268,2.0,White,0,1,0.0,category0
0.64,10.484183,2.0,Black,0,1,0.0,category0
0.92620796,26.159317,3.0,Gray,0,1,2.0,category0
0.87,8.56052,1.0,White,0,1,0.0,category0
0.9233373,31.863028,3.0,Gray,18,4,2.0,category0
0.58,37.84583,3.0,White,18,4,2.0,category0
0.81,14.3238,2.0,Black,0,1,1.0,category0
0.48,16.68118,2.0,Blue,0,1,1.0,category0
0.93,8.164869,2.0,Gray,7,1,1.0,category0
0.25,5.5665956,2.0,Gray,18,4,0.0,category0
0.8,39.898422,2.0,White,13,9,0.0,category0
0.45,19.171276,2.0,Black,0,1,0.0,category0
0.35,20.354136,3.0,Tricolor,0,1,2.0,category0
0.87,7.5124946,2.0,Orange Tabby,18,4,0.0,category0
0.88981307,29.740253,2.0,Black,7,1,0.0,category0
0.38,11.270892,2.0,Black,0,7,0.0,category0
0.87414396,37.962917,3.0,Cream Tabby,0,1,2.0,category0
0.57840174,25.433212,3.0,White,0,1,2.0,category0
0.9584972,21.470247,1.0,Gray,13,9,0.0,category0
0.08,37.942867,3.0,Black,0,1,2.0,category0
0.91,28.505213,2.0,Blue Tabby,7,1,1.0,category0
0.17,30.606653,3.0,Gray,18,4,2.0,category0
0.79,43.233025,3.0,Blue,0,4,2.0,category0
0.58,32.885445,2.0,White,0,1,0.0,category0
0.57,36.298336,0.0,Gray,0,1,1.0,category0
0.53,28.497581,3.0,Gray,18,4,2.0,category0
0.28,15.176574,2.0,White,0,1,0.0,category0
0.08790612,14.18681,3.0,Gray,18,4,2.0,category0
0.65,41.655315,2.0,White,0,1,1.0,category0
0.48,27.786318,3.0,Gray,15,4,2.0,category0
0.53,46.408493,2.0,Brown,0,1,0.0,category0
0.47,42.29285,3.0,Tan,0,1,2.0,category0
0.96,45.510204,2.0,White,0,1,0.0,category0
0.6,12.145619,2.0,Red,0,1,0.0,category0
0.93,11.433655,3.0,White,0,4,2.0,category0
0.04,30.674433,3.0,White,0,7,2.0,category0
0.92,16.90737,2.0,Red,0,1,0.0,category0
0.7709174,26.237162,3.0,Red,0,1,2.0,category0
0.84,17.195793,0.0,Black,0,7,1.0,category0
0.18,10.112609,0.0,Black,0,1,1.0,category0
1.0,32.58453,3.0,Black,0,3,2.0,category0
0.9,5.396359,3.0,Gray,7,1,2.0,category0
0.5927495,11.538069,2.0,Blue,18,4,0.0,category0
0.77,38.76335,3.0,Gray,0,1,2.0,category0
0.7843536,27.643148,2.0,White,7,1,0.0,category0
0.61,37.901546,3.0,Gray,0,1,2.0,category0
0.98,9.300218,3.0,Gray,0,7,2.0,category0
0.44,7.814549,3.0,Black,18,4,2.0,category0
0.1,36.298473,2.0,Brown,0,1,1.0,category0
0.61,39.615425,3.0,Tan,0,1,2.0,category0
0.72625005,12.650098,2.0,Tortie,13,9,1.0,category0
0.7,35.952106,2.0,Black,0,7,0.0,category0
